,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,genre
0,0.368,0.792,7,-6.804,1,0.0396,0.00186,0.0314,0.374,0.0794,122.818,audio_features,3TeV1sADwT0CO1xSMXYDDw,spotify:track:3TeV1sADwT0CO1xSMXYDDw,https://api.spotify.com/v1/tracks/3TeV1sADwT0CO1xSMXYDDw,https://api.spotify.com/v1/audio-analysis/3TeV1sADwT0CO1xSMXYDDw,241236,4,house
1,0.54,0.897,0,-3.246,1,0.029,0.118,0.0,0.171,0.428,127.954,audio_features,2cXlDeF2sUoZRQgYQZ2nb0,spotify:track:2cXlDeF2sUoZRQgYQZ2nb0,https://api.spotify.com/v1/tracks/2cXlDeF2sUoZRQgYQZ2nb0,https://api.spotify.com/v1/audio-analysis/2cXlDeF2sUoZRQgYQZ2nb0,200625,4,house
2,0.608,0.673,8,-7.36,1,0.0319,0.107,0.0326,0.0857,0.27,125.988,audio_features,6AWSlLG6g7O4upurhoClB3,spotify:track:6AWSlLG6g7O4upurhoClB3,https://api.spotify.com/v1/tracks/6AWSlLG6g7O4upurhoClB3,https://api.spotify.com/v1/audio-analysis/6AWSlLG6g7O4upurhoClB3,212416,4,house
3,0.555,0.574,5,-7.611,0,0.0396,0.0239,0.0,0.0781,0.194,127.967,audio_features,6xkmvFnns7283cWrtm0BDo,spotify:track:6xkmvFnns7283cWrtm0BDo,https://api.spotify.com/v1/tracks/6xkmvFnns7283cWrtm0BDo,https://api.spotify.com/v1/audio-analysis/6xkmvFnns7283cWrtm0BDo,233491,4,house
4,0.567,0.839,1,-3.382,1,0.0679,0.0661,0.000386,0.521,0.335,127.928,audio_features,0Q8rFlUXQs45v3Euxb6O1M,spotify:track:0Q8rFlUXQs45v3Euxb6O1M,https://api.spotify.com/v1/tracks/0Q8rFlUXQs45v3Euxb6O1M,https://api.spotify.com/v1/audio-analysis/0Q8rFlUXQs45v3Euxb6O1M,195000,4,house
5,0.466,0.612,8,-4.855,0,0.0307,0.0655,4.07e-06,0.132,0.236,128.114,audio_features,4aTtHoSBB0CuQGA6vXBNyp,spotify:track:4aTtHoSBB0CuQGA6vXBNyp,https://api.spotify.com/v1/tracks/4aTtHoSBB0CuQGA6vXBNyp,https://api.spotify.com/v1/audio-analysis/4aTtHoSBB0CuQGA6vXBNyp,239067,4,house
6,0.503,0.825,7,-4.143,0,0.0376,0.0212,0.00197,0.114,0.352,126.052,audio_features,0zh2TltPUm0eHEQH9iZuPW,spotify:track:0zh2TltPUm0eHEQH9iZuPW,https://api.spotify.com/v1/tracks/0zh2TltPUm0eHEQH9iZuPW,https://api.spotify.com/v1/audio-analysis/0zh2TltPUm0eHEQH9iZuPW,213214,4,house
7,0.58,0.824,11,-3.774,0,0.0766,0.0229,0.0,0.115,0.254,126.951,audio_features,7C9SonafFzEtoheAQDQ2UW,spotify:track:7C9SonafFzEtoheAQDQ2UW,https://api.spotify.com/v1/tracks/7C9SonafFzEtoheAQDQ2UW,https://api.spotify.com/v1/audio-analysis/7C9SonafFzEtoheAQDQ2UW,194656,4,house
8,0.592,0.758,4,-4.612,1,0.0811,0.0703,0.0,0.162,0.451,124.963,audio_features,4teHQ0Z69VHX0JFWw7p0It,spotify:track:4teHQ0Z69VHX0JFWw7p0It,https://api.spotify.com/v1/tracks/4teHQ0Z69VHX0JFWw7p0It,https://api.spotify.com/v1/audio-analysis/4teHQ0Z69VHX0JFWw7p0It,211440,4,house
9,0.572,0.951,6,-2.036,1,0.0412,0.0182,0.00866,0.313,0.151,131.956,audio_features,0Xnj524QeZdv6TL1lgSUie,spotify:track:0Xnj524QeZdv6TL1lgSUie,https://api.spotify.com/v1/tracks/0Xnj524QeZdv6TL1lgSUie,https://api.spotify.com/v1/audio-analysis/0Xnj524QeZdv6TL1lgSUie,227494,4,house
10,0.699,0.702,5,-5.16,1,0.145,0.0138,0.0541,0.138,0.298,128.028,audio_features,3Rw2tklHGp1R9ddpCFeab0,spotify:track:3Rw2tklHGp1R9ddpCFeab0,https://api.spotify.com/v1/tracks/3Rw2tklHGp1R9ddpCFeab0,https://api.spotify.com/v1/audio-analysis/3Rw2tklHGp1R9ddpCFeab0,351053,4,house
11,0.655,0.972,1,-1.972,1,0.0596,0.00145,0.0666,0.323,0.2,127.956,audio_features,0qYG42RJsMniNhsd7F4R91,spotify:track:0qYG42RJsMniNhsd7F4R91,https://api.spotify.com/v1/tracks/0qYG42RJsMniNhsd7F4R91,https://api.spotify.com/v1/audio-analysis/0qYG42RJsMniNhsd7F4R91,189254,4,house
12,0.619,0.951,10,-3.403,0,0.0409,0.007,0.00054,0.194,0.38,126.067,audio_features,7mR5B1d3HeVZZhwd1C43Oe,spotify:track:7mR5B1d3HeVZZhwd1C43Oe,https://api.spotify.com/v1/tracks/7mR5B1d3HeVZZhwd1C43Oe,https://api.spotify.com/v1/audio-analysis/7mR5B1d3HeVZZhwd1C43Oe,179758,4,house
13,0.731,0.828,1,-3.752,0,0.176,0.0584,6.41e-05,0.0342,0.551,125.196,audio_features,5VeRCAK1qyNxPPNcqEDosJ,spotify:track:5VeRCAK1qyNxPPNcqEDosJ,https://api.spotify.com/v1/tracks/5VeRCAK1qyNxPPNcqEDosJ,https://api.spotify.com/v1/audio-analysis/5VeRCAK1qyNxPPNcqEDosJ,152628,4,house
14,0.615,0.805,4,-3.738,1,0.0799,0.0162,7.79e-05,0.928,0.314,127.98,audio_features,236XiocDnYxGtgHAdAB9oI,spotify:track:236XiocDnYxGtgHAdAB9oI,https://api.spotify.com/v1/tracks/236XiocDnYxGtgHAdAB9oI,https://api.spotify.com/v1/audio-analysis/236XiocDnYxGtgHAdAB9oI,171106,4,house
15,0.478,0.834,2,-4.245,1,0.0666,0.0654,0.0,0.272,0.199,128.093,audio_features,7B7BtEb2X1eIxo0l8vfMFT,spotify:track:7B7BtEb2X1eIxo0l8vfMFT,https://api.spotify.com/v1/tracks/7B7BtEb2X1eIxo0l8vfMFT,https://api.spotify.com/v1/audio-analysis/7B7BtEb2X1eIxo0l8vfMFT,209121,4,house
16,0.407,0.78,1,-6.185,1,0.0373,0.00202,2.94e-06,0.302,0.176,131.806,audio_features,116uqdetf6JQtnnlYsyBfa,spotify:track:116uqdetf6JQtnnlYsyBfa,https://api.spotify.com/v1/tracks/116uqdetf6JQtnnlYsyBfa,https://api.spotify.com/v1/audio-analysis/116uqdetf6JQtnnlYsyBfa,198182,4,house
17,0.579,0.793,4,-5.629,0,0.0582,0.0753,0.00406,0.412,0.0349,127.979,audio_features,6lWvUYcfmuE2cvRwOgB2Eq,spotify:track:6lWvUYcfmuE2cvRwOgB2Eq,https://api.spotify.com/v1/tracks/6lWvUYcfmuE2cvRwOgB2Eq,https://api.spotify.com/v1/audio-analysis/6lWvUYcfmuE2cvRwOgB2Eq,263906,4,house
18,0.588,0.965,6,-5.684,1,0.0367,0.00163,0.0844,0.35,0.355,123.992,audio_features,6DetvocRqx9ELX2aKmwj3g,spotify:track:6DetvocRqx9ELX2aKmwj3g,https://api.spotify.com/v1/tracks/6DetvocRqx9ELX2aKmwj3g,https://api.spotify.com/v1/audio-analysis/6DetvocRqx9ELX2aKmwj3g,189875,4,house
19,0.592,0.983,2,-4.23,0,0.0467,0.00405,0.0887,0.0782,0.138,124.993,audio_features,0tG6oBWS2CTH1sW1DKBbJC,spotify:track:0tG6oBWS2CTH1sW1DKBbJC,https://api.spotify.com/v1/tracks/0tG6oBWS2CTH1sW1DKBbJC,https://api.spotify.com/v1/audio-analysis/0tG6oBWS2CTH1sW1DKBbJC,178560,4,house
20,0.44,0.635,11,-6.385,1,0.0326,0.129,0.0,0.121,0.327,128.133,audio_features,1ahVFh0ViDZr8LvkEVlq3B,spotify:track:1ahVFh0ViDZr8LvkEVlq3B,https://api.spotify.com/v1/tracks/1ahVFh0ViDZr8LvkEVlq3B,https://api.spotify.com/v1/audio-analysis/1ahVFh0ViDZr8LvkEVlq3B,207095,4,house
21,0.581,0.954,9,-3.336,1,0.081,0.0244,0.00413,0.223,0.616,127.959,audio_features,7fj9sa5dPVayB0YtsAX9Kb,spotify:track:7fj9sa5dPVayB0YtsAX9Kb,https://api.spotify.com/v1/tracks/7fj9sa5dPVayB0YtsAX9Kb,https://api.spotify.com/v1/audio-analysis/7fj9sa5dPVayB0YtsAX9Kb,191250,4,house
22,0.766,0.811,2,-4.287,1,0.0561,0.00157,0.499,0.026,0.649,125.008,audio_features,0GcCkVstO6PGZ3n4XJFMjD,spotify:track:0GcCkVstO6PGZ3n4XJFMjD,https://api.spotify.com/v1/tracks/0GcCkVstO6PGZ3n4XJFMjD,https://api.spotify.com/v1/audio-analysis/0GcCkVstO6PGZ3n4XJFMjD,251520,4,house
23,0.59,0.724,0,-3.278,1,0.0439,0.04,4.07e-05,0.142,0.526,127.059,audio_features,5Iy2Jj87Ha0C0IBlNE1I4y,spotify:track:5Iy2Jj87Ha0C0IBlNE1I4y,https://api.spotify.com/v1/tracks/5Iy2Jj87Ha0C0IBlNE1I4y,https://api.spotify.com/v1/audio-analysis/5Iy2Jj87Ha0C0IBlNE1I4y,278480,4,house
24,0.359,0.91,4,-4.058,0,0.424,0.0563,0.0,0.857,0.343,122.141,audio_features,1r36CeHucX7V6tuK78Iw3Q,spotify:track:1r36CeHucX7V6tuK78Iw3Q,https://api.spotify.com/v1/tracks/1r36CeHucX7V6tuK78Iw3Q,https://api.spotify.com/v1/audio-analysis/1r36CeHucX7V6tuK78Iw3Q,191506,4,house
25,0.709,0.904,3,-7.237,0,0.0424,0.0673,0.196,0.0497,0.624,124.995,audio_features,2TMUWZnH1zLFguzHUYYfgE,spotify:track:2TMUWZnH1zLFguzHUYYfgE,https://api.spotify.com/v1/tracks/2TMUWZnH1zLFguzHUYYfgE,https://api.spotify.com/v1/audio-analysis/2TMUWZnH1zLFguzHUYYfgE,189350,4,house
26,0.723,0.672,7,-5.716,0,0.0387,0.000133,0.401,0.0593,0.279,124.985,audio_features,6EHfy60U5dH5QJcQKdbNPQ,spotify:track:6EHfy60U5dH5QJcQKdbNPQ,https://api.spotify.com/v1/tracks/6EHfy60U5dH5QJcQKdbNPQ,https://api.spotify.com/v1/audio-analysis/6EHfy60U5dH5QJcQKdbNPQ,234240,4,house
27,0.905,0.953,9,-5.754,0,0.0587,0.00119,0.89,0.442,0.919,125.017,audio_features,1SHRTdATavPJcNnp0xY2KA,spotify:track:1SHRTdATavPJcNnp0xY2KA,https://api.spotify.com/v1/tracks/1SHRTdATavPJcNnp0xY2KA,https://api.spotify.com/v1/audio-analysis/1SHRTdATavPJcNnp0xY2KA,156480,4,house
28,0.839,0.614,5,-4.227,0,0.146,0.0032,0.0381,0.0956,0.488,128.091,audio_features,5cbMUgp0j1wzqbhxT5iL7e,spotify:track:5cbMUgp0j1wzqbhxT5iL7e,https://api.spotify.com/v1/tracks/5cbMUgp0j1wzqbhxT5iL7e,https://api.spotify.com/v1/audio-analysis/5cbMUgp0j1wzqbhxT5iL7e,364219,4,house
29,0.589,0.757,10,-5.177,1,0.0595,0.0285,0.0,0.82,0.207,128.11,audio_features,4WiP1v6KZBo4t6q1v3sXNu,spotify:track:4WiP1v6KZBo4t6q1v3sXNu,https://api.spotify.com/v1/tracks/4WiP1v6KZBo4t6q1v3sXNu,https://api.spotify.com/v1/audio-analysis/4WiP1v6KZBo4t6q1v3sXNu,192014,4,house
30,0.363,0.464,6,-8.524,1,0.0342,0.218,0.0,0.102,0.296,127.639,audio_features,5ITkbmAKKQ2Msak2TxQqOf,spotify:track:5ITkbmAKKQ2Msak2TxQqOf,https://api.spotify.com/v1/tracks/5ITkbmAKKQ2Msak2TxQqOf,https://api.spotify.com/v1/audio-analysis/5ITkbmAKKQ2Msak2TxQqOf,158937,4,house
31,0.53,0.918,10,-4.384,0,0.0654,0.0686,0.00247,0.0843,0.397,128.479,audio_features,3GrKAXrdmM2OZXGhEwOF55,spotify:track:3GrKAXrdmM2OZXGhEwOF55,https://api.spotify.com/v1/tracks/3GrKAXrdmM2OZXGhEwOF55,https://api.spotify.com/v1/audio-analysis/3GrKAXrdmM2OZXGhEwOF55,192187,4,house
32,0.473,0.907,0,-4.548,0,0.0589,0.00126,0.0,0.571,0.206,127.945,audio_features,1MU0OL7shpRxeWs37walZG,spotify:track:1MU0OL7shpRxeWs37walZG,https://api.spotify.com/v1/tracks/1MU0OL7shpRxeWs37walZG,https://api.spotify.com/v1/audio-analysis/1MU0OL7shpRxeWs37walZG,198750,4,house
33,0.802,0.725,11,-5.218,0,0.0521,0.00222,0.819,0.064,0.864,124.992,audio_features,03xSjRVQsSqFxIR794upmX,spotify:track:03xSjRVQsSqFxIR794upmX,https://api.spotify.com/v1/tracks/03xSjRVQsSqFxIR794upmX,https://api.spotify.com/v1/audio-analysis/03xSjRVQsSqFxIR794upmX,169445,4,house
34,0.689,0.923,4,-5.657,0,0.0756,0.0104,0.82,0.359,0.444,123.016,audio_features,0jzOt7iaegaL2H9Kd0PfWR,spotify:track:0jzOt7iaegaL2H9Kd0PfWR,https://api.spotify.com/v1/tracks/0jzOt7iaegaL2H9Kd0PfWR,https://api.spotify.com/v1/audio-analysis/0jzOt7iaegaL2H9Kd0PfWR,191220,4,house
35,0.745,0.84,9,-4.645,1,0.215,0.0036,0.691,0.116,0.559,126.031,audio_features,05rYZ91Ii5ho9MhO9dcSqA,spotify:track:05rYZ91Ii5ho9MhO9dcSqA,https://api.spotify.com/v1/tracks/05rYZ91Ii5ho9MhO9dcSqA,https://api.spotify.com/v1/audio-analysis/05rYZ91Ii5ho9MhO9dcSqA,158122,4,house
36,0.686,0.985,2,-4.67,0,0.0477,0.00645,0.173,0.48,0.961,127.006,audio_features,7EXJJzUxYYo5AuedYAmhbP,spotify:track:7EXJJzUxYYo5AuedYAmhbP,https://api.spotify.com/v1/tracks/7EXJJzUxYYo5AuedYAmhbP,https://api.spotify.com/v1/audio-analysis/7EXJJzUxYYo5AuedYAmhbP,201646,4,house
37,0.566,0.801,6,-4.847,1,0.0761,0.0317,0.0,0.33,0.299,128.042,audio_features,1d0QiGSK3STGO0YiowFuRf,spotify:track:1d0QiGSK3STGO0YiowFuRf,https://api.spotify.com/v1/tracks/1d0QiGSK3STGO0YiowFuRf,https://api.spotify.com/v1/audio-analysis/1d0QiGSK3STGO0YiowFuRf,197813,4,house
38,0.468,0.968,2,-4.083,1,0.0478,0.0224,0.922,0.194,0.284,129.998,audio_features,67FPUOM5Q2sSvS3iqLxSFs,spotify:track:67FPUOM5Q2sSvS3iqLxSFs,https://api.spotify.com/v1/tracks/67FPUOM5Q2sSvS3iqLxSFs,https://api.spotify.com/v1/audio-analysis/67FPUOM5Q2sSvS3iqLxSFs,199245,4,house
39,0.403,0.884,11,-3.956,1,0.0614,0.171,0.000149,0.0833,0.263,123.529,audio_features,4WzuEoljOBBF5RSf715GU5,spotify:track:4WzuEoljOBBF5RSf715GU5,https://api.spotify.com/v1/tracks/4WzuEoljOBBF5RSf715GU5,https://api.spotify.com/v1/audio-analysis/4WzuEoljOBBF5RSf715GU5,216263,4,house
40,0.556,0.925,9,-2.967,0,0.0749,0.000625,0.00373,0.0501,0.303,128.012,audio_features,4YiQFFpmJWoG4bqefAF6IC,spotify:track:4YiQFFpmJWoG4bqefAF6IC,https://api.spotify.com/v1/tracks/4YiQFFpmJWoG4bqefAF6IC,https://api.spotify.com/v1/audio-analysis/4YiQFFpmJWoG4bqefAF6IC,273995,4,house
41,0.539,0.936,10,-3.803,1,0.112,0.475,0.104,0.106,0.225,128.015,audio_features,7CHTBgMzqMmv0sw3rlwuhL,spotify:track:7CHTBgMzqMmv0sw3rlwuhL,https://api.spotify.com/v1/tracks/7CHTBgMzqMmv0sw3rlwuhL,https://api.spotify.com/v1/audio-analysis/7CHTBgMzqMmv0sw3rlwuhL,209531,4,house
42,0.598,0.696,0,-8.12,1,0.0514,0.0519,0.0,0.0507,0.156,127.994,audio_features,5wwXXmIlULVa12QM6QngkQ,spotify:track:5wwXXmIlULVa12QM6QngkQ,https://api.spotify.com/v1/tracks/5wwXXmIlULVa12QM6QngkQ,https://api.spotify.com/v1/audio-analysis/5wwXXmIlULVa12QM6QngkQ,194828,4,house
43,0.56,0.693,0,-4.314,1,0.0576,0.191,0.0,0.342,0.418,128.044,audio_features,5ZCo6bFWyLIBawhKlvpNQq,spotify:track:5ZCo6bFWyLIBawhKlvpNQq,https://api.spotify.com/v1/tracks/5ZCo6bFWyLIBawhKlvpNQq,https://api.spotify.com/v1/audio-analysis/5ZCo6bFWyLIBawhKlvpNQq,174375,4,house
44,0.582,0.762,5,-6.485,0,0.0543,0.0202,6.82e-06,0.682,0.405,128.045,audio_features,6QEUyuy2fbV7aXBINg4EDX,spotify:track:6QEUyuy2fbV7aXBINg4EDX,https://api.spotify.com/v1/tracks/6QEUyuy2fbV7aXBINg4EDX,https://api.spotify.com/v1/audio-analysis/6QEUyuy2fbV7aXBINg4EDX,176371,4,house
45,0.573,0.846,7,-4.897,0,0.0528,0.0367,0.0295,0.479,0.188,127.986,audio_features,11jENQk1LL0IwgH9VTz1RY,spotify:track:11jENQk1LL0IwgH9VTz1RY,https://api.spotify.com/v1/tracks/11jENQk1LL0IwgH9VTz1RY,https://api.spotify.com/v1/audio-analysis/11jENQk1LL0IwgH9VTz1RY,173906,4,house
46,0.583,0.841,6,-2.664,0,0.0326,0.165,2.88e-05,0.209,0.343,126.08,audio_features,0TrKFRYZIyvewsk3ByQE7s,spotify:track:0TrKFRYZIyvewsk3ByQE7s,https://api.spotify.com/v1/tracks/0TrKFRYZIyvewsk3ByQE7s,https://api.spotify.com/v1/audio-analysis/0TrKFRYZIyvewsk3ByQE7s,168095,4,house
47,0.811,0.873,0,-6.71,1,0.0963,0.0474,0.876,0.111,0.911,122.988,audio_features,3RXpeuxTgxqMzqGXVLRiCy,spotify:track:3RXpeuxTgxqMzqGXVLRiCy,https://api.spotify.com/v1/tracks/3RXpeuxTgxqMzqGXVLRiCy,https://api.spotify.com/v1/audio-analysis/3RXpeuxTgxqMzqGXVLRiCy,366829,4,house
48,0.621,0.989,10,-4.225,0,0.0434,0.015,0.357,0.184,0.0348,126.002,audio_features,2prnn41CblB8B4yWACDljP,spotify:track:2prnn41CblB8B4yWACDljP,https://api.spotify.com/v1/tracks/2prnn41CblB8B4yWACDljP,https://api.spotify.com/v1/audio-analysis/2prnn41CblB8B4yWACDljP,158095,4,house
49,0.583,0.623,3,-3.843,0,0.0371,0.0623,0.0,0.838,0.437,128.031,audio_features,2XbU5a8TvYiCzxzLThqQT9,spotify:track:2XbU5a8TvYiCzxzLThqQT9,https://api.spotify.com/v1/tracks/2XbU5a8TvYiCzxzLThqQT9,https://api.spotify.com/v1/audio-analysis/2XbU5a8TvYiCzxzLThqQT9,180000,4,house
50,0.695,0.911,6,-6.664,0,0.0441,0.041,0.627,0.243,0.692,126.003,audio_features,0sfDlye481IsP5RHAMx4mL,spotify:track:0sfDlye481IsP5RHAMx4mL,https://api.spotify.com/v1/tracks/0sfDlye481IsP5RHAMx4mL,https://api.spotify.com/v1/audio-analysis/0sfDlye481IsP5RHAMx4mL,207619,4,house
51,0.542,0.862,2,-4.423,1,0.0969,0.251,0.000122,0.111,0.441,128.024,audio_features,04LHuPqOMSpnHFaziPq1qO,spotify:track:04LHuPqOMSpnHFaziPq1qO,https://api.spotify.com/v1/tracks/04LHuPqOMSpnHFaziPq1qO,https://api.spotify.com/v1/audio-analysis/04LHuPqOMSpnHFaziPq1qO,286875,4,house
52,0.649,0.786,8,-4.786,0,0.0621,0.219,0.000366,0.302,0.286,125.996,audio_features,2PJe6T7YBsxKeoqny01Ddl,spotify:track:2PJe6T7YBsxKeoqny01Ddl,https://api.spotify.com/v1/tracks/2PJe6T7YBsxKeoqny01Ddl,https://api.spotify.com/v1/audio-analysis/2PJe6T7YBsxKeoqny01Ddl,270214,4,house
53,0.71,0.821,10,-5.368,0,0.048,0.0714,0.000928,0.118,0.485,125.043,audio_features,6xhiDD7URXXIB3woBKN8SD,spotify:track:6xhiDD7URXXIB3woBKN8SD,https://api.spotify.com/v1/tracks/6xhiDD7URXXIB3woBKN8SD,https://api.spotify.com/v1/audio-analysis/6xhiDD7URXXIB3woBKN8SD,190080,4,house
54,0.558,0.88,7,-3.255,0,0.0976,0.0882,0.0,0.473,0.175,127.8,audio_features,5rDJ4M3pb5GwanWPmsyxoq,spotify:track:5rDJ4M3pb5GwanWPmsyxoq,https://api.spotify.com/v1/tracks/5rDJ4M3pb5GwanWPmsyxoq,https://api.spotify.com/v1/audio-analysis/5rDJ4M3pb5GwanWPmsyxoq,199750,4,house
55,0.475,0.898,2,-5.41,1,0.0419,0.00507,0.0244,0.672,0.317,128.145,audio_features,6T88yq0DaaC1ctDsHw620y,spotify:track:6T88yq0DaaC1ctDsHw620y,https://api.spotify.com/v1/tracks/6T88yq0DaaC1ctDsHw620y,https://api.spotify.com/v1/audio-analysis/6T88yq0DaaC1ctDsHw620y,204375,4,house
56,0.563,0.83,0,-5.984,0,0.0339,0.014,8.16e-05,0.121,0.146,128.04,audio_features,6S2MDC31VIH79OwGU87L0s,spotify:track:6S2MDC31VIH79OwGU87L0s,https://api.spotify.com/v1/tracks/6S2MDC31VIH79OwGU87L0s,https://api.spotify.com/v1/audio-analysis/6S2MDC31VIH79OwGU87L0s,170625,4,house
57,0.543,0.844,8,-5.202,1,0.121,0.00635,0.016,0.376,0.263,126.064,audio_features,4CbUxjNBBkRnoo7MzjUFP9,spotify:track:4CbUxjNBBkRnoo7MzjUFP9,https://api.spotify.com/v1/tracks/4CbUxjNBBkRnoo7MzjUFP9,https://api.spotify.com/v1/audio-analysis/4CbUxjNBBkRnoo7MzjUFP9,175476,4,house
58,0.56,0.781,6,-5.274,0,0.115,0.0352,0.000106,0.0333,0.381,128.076,audio_features,3Re4HmxWl58ldfqxTzyOJV,spotify:track:3Re4HmxWl58ldfqxTzyOJV,https://api.spotify.com/v1/tracks/3Re4HmxWl58ldfqxTzyOJV,https://api.spotify.com/v1/audio-analysis/3Re4HmxWl58ldfqxTzyOJV,223594,4,house
59,0.801,0.9,4,-7.338,0,0.0563,0.0013,0.872,0.0503,0.232,126.012,audio_features,46j2gbguuzgeBEVyfNMDhG,spotify:track:46j2gbguuzgeBEVyfNMDhG,https://api.spotify.com/v1/tracks/46j2gbguuzgeBEVyfNMDhG,https://api.spotify.com/v1/audio-analysis/46j2gbguuzgeBEVyfNMDhG,200000,4,house
60,0.584,0.79,11,-6.128,1,0.0589,0.0455,0.0,0.213,0.291,127.972,audio_features,0mV5JWhyUFANd9qpwLkM8d,spotify:track:0mV5JWhyUFANd9qpwLkM8d,https://api.spotify.com/v1/tracks/0mV5JWhyUFANd9qpwLkM8d,https://api.spotify.com/v1/audio-analysis/0mV5JWhyUFANd9qpwLkM8d,239062,4,house
61,0.516,0.647,6,-4.64,0,0.0392,0.263,0.0,0.464,0.176,128.025,audio_features,0EDfSAmfJj8xiTn5hP9UNP,spotify:track:0EDfSAmfJj8xiTn5hP9UNP,https://api.spotify.com/v1/tracks/0EDfSAmfJj8xiTn5hP9UNP,https://api.spotify.com/v1/audio-analysis/0EDfSAmfJj8xiTn5hP9UNP,191250,4,house
62,0.533,0.731,4,-3.224,1,0.0322,0.135,3e-06,0.198,0.312,127.98,audio_features,7mYp88qI0fTKLWr93vHTJM,spotify:track:7mYp88qI0fTKLWr93vHTJM,https://api.spotify.com/v1/tracks/7mYp88qI0fTKLWr93vHTJM,https://api.spotify.com/v1/audio-analysis/7mYp88qI0fTKLWr93vHTJM,240469,4,house
63,0.557,0.879,11,-2.401,0,0.0582,0.00265,0.0,0.232,0.251,129.95,audio_features,3JmpkojU4kgE6BGzj23oZh,spotify:track:3JmpkojU4kgE6BGzj23oZh,https://api.spotify.com/v1/tracks/3JmpkojU4kgE6BGzj23oZh,https://api.spotify.com/v1/audio-analysis/3JmpkojU4kgE6BGzj23oZh,180000,4,house
64,0.61,0.782,7,-9.106,0,0.0669,0.00379,0.654,0.296,0.344,128.026,audio_features,6HD1Z5lx2SqHENf6NhsLr9,spotify:track:6HD1Z5lx2SqHENf6NhsLr9,https://api.spotify.com/v1/tracks/6HD1Z5lx2SqHENf6NhsLr9,https://api.spotify.com/v1/audio-analysis/6HD1Z5lx2SqHENf6NhsLr9,313130,4,house
65,0.571,0.851,0,-4.694,1,0.0389,0.119,0.000151,0.228,0.197,125.949,audio_features,1lB6icbaKwDIihxQ7yTsKT,spotify:track:1lB6icbaKwDIihxQ7yTsKT,https://api.spotify.com/v1/tracks/1lB6icbaKwDIihxQ7yTsKT,https://api.spotify.com/v1/audio-analysis/1lB6icbaKwDIihxQ7yTsKT,175238,4,house
66,0.542,0.701,8,-6.369,0,0.0539,0.0226,0.0,0.392,0.275,128.033,audio_features,106NUdEpeKc6viVKe4Dejr,spotify:track:106NUdEpeKc6viVKe4Dejr,https://api.spotify.com/v1/tracks/106NUdEpeKc6viVKe4Dejr,https://api.spotify.com/v1/audio-analysis/106NUdEpeKc6viVKe4Dejr,161803,4,house
67,0.566,0.868,3,-6.532,0,0.0487,0.00666,0.918,0.0669,0.611,125.984,audio_features,4IoWprg6W4DxHjxm1Pi4KT,spotify:track:4IoWprg6W4DxHjxm1Pi4KT,https://api.spotify.com/v1/tracks/4IoWprg6W4DxHjxm1Pi4KT,https://api.spotify.com/v1/audio-analysis/4IoWprg6W4DxHjxm1Pi4KT,218500,4,house
68,0.578,0.845,7,-4.609,0,0.0332,0.036,0.683,0.156,0.247,128.002,audio_features,59s8I7ZVZwLcKCnB6kWEx8,spotify:track:59s8I7ZVZwLcKCnB6kWEx8,https://api.spotify.com/v1/tracks/59s8I7ZVZwLcKCnB6kWEx8,https://api.spotify.com/v1/audio-analysis/59s8I7ZVZwLcKCnB6kWEx8,277217,4,house
69,0.613,0.951,7,-3.975,0,0.0681,0.00292,0.0196,0.0429,0.196,128.0,audio_features,1tFe3kDLeHb5JUvJUiTyS1,spotify:track:1tFe3kDLeHb5JUvJUiTyS1,https://api.spotify.com/v1/tracks/1tFe3kDLeHb5JUvJUiTyS1,https://api.spotify.com/v1/audio-analysis/1tFe3kDLeHb5JUvJUiTyS1,374004,4,house
70,0.689,0.88,11,-3.732,0,0.0491,0.00215,0.000103,0.12,0.165,125.977,audio_features,1aD91va3FbtvBvQ2Lm08wR,spotify:track:1aD91va3FbtvBvQ2Lm08wR,https://api.spotify.com/v1/tracks/1aD91va3FbtvBvQ2Lm08wR,https://api.spotify.com/v1/audio-analysis/1aD91va3FbtvBvQ2Lm08wR,285714,4,house
71,0.344,0.865,4,-5.84,0,0.222,0.0163,5.8e-05,0.105,0.205,128.07,audio_features,2KtOOW1DN1D0AJTkJmfq3M,spotify:track:2KtOOW1DN1D0AJTkJmfq3M,https://api.spotify.com/v1/tracks/2KtOOW1DN1D0AJTkJmfq3M,https://api.spotify.com/v1/audio-analysis/2KtOOW1DN1D0AJTkJmfq3M,202969,4,house
72,0.504,0.946,9,-4.625,0,0.0345,0.0143,0.0232,0.12,0.192,127.987,audio_features,0BpekSQpgEAPI8r6oFyrMT,spotify:track:0BpekSQpgEAPI8r6oFyrMT,https://api.spotify.com/v1/tracks/0BpekSQpgEAPI8r6oFyrMT,https://api.spotify.com/v1/audio-analysis/0BpekSQpgEAPI8r6oFyrMT,268164,4,house
73,0.551,0.96,8,-4.412,1,0.157,0.00362,0.339,0.494,0.229,128.028,audio_features,3VF9NHOC5jHwwVuZx1FF86,spotify:track:3VF9NHOC5jHwwVuZx1FF86,https://api.spotify.com/v1/tracks/3VF9NHOC5jHwwVuZx1FF86,https://api.spotify.com/v1/audio-analysis/3VF9NHOC5jHwwVuZx1FF86,151875,4,house
