,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,genre
1191,0.685,0.932,1,-9.469,0,0.0535,0.282,0.201,0.0864,0.218,131.007,audio_features,0Be6JivsVe37CcrpuxCH4k,spotify:track:0Be6JivsVe37CcrpuxCH4k,https://api.spotify.com/v1/tracks/0Be6JivsVe37CcrpuxCH4k,https://api.spotify.com/v1/audio-analysis/0Be6JivsVe37CcrpuxCH4k,397556,4,techno
1192,0.617,0.83,2,-6.139,1,0.0531,0.0144,0.718,0.687,0.104,132.017,audio_features,4lvv4prfWf6bSMg54vOtWO,spotify:track:4lvv4prfWf6bSMg54vOtWO,https://api.spotify.com/v1/tracks/4lvv4prfWf6bSMg54vOtWO,https://api.spotify.com/v1/audio-analysis/4lvv4prfWf6bSMg54vOtWO,278849,4,techno
1193,0.681,0.673,10,-9.385,0,0.053,0.0318,0.77,0.204,0.372,134.017,audio_features,3FrhZiudKOOscJPXEzb8Zm,spotify:track:3FrhZiudKOOscJPXEzb8Zm,https://api.spotify.com/v1/tracks/3FrhZiudKOOscJPXEzb8Zm,https://api.spotify.com/v1/audio-analysis/3FrhZiudKOOscJPXEzb8Zm,523840,4,techno
1194,0.851,0.784,10,-11.112,1,0.0624,0.000385,0.858,0.112,0.0376,130.004,audio_features,7co2tJ7da4AkGM6IPDMpKW,spotify:track:7co2tJ7da4AkGM6IPDMpKW,https://api.spotify.com/v1/tracks/7co2tJ7da4AkGM6IPDMpKW,https://api.spotify.com/v1/audio-analysis/7co2tJ7da4AkGM6IPDMpKW,357240,4,techno
1195,0.832,0.904,0,-5.556,1,0.0493,0.00311,0.749,0.311,0.636,124.978,audio_features,1fKnpml7V0VImOFQA7XXyj,spotify:track:1fKnpml7V0VImOFQA7XXyj,https://api.spotify.com/v1/tracks/1fKnpml7V0VImOFQA7XXyj,https://api.spotify.com/v1/audio-analysis/1fKnpml7V0VImOFQA7XXyj,157465,4,techno
1196,0.573,0.614,8,-9.815,1,0.0312,0.00263,0.57,0.468,0.14,130.993,audio_features,5aOZWx4HRymMLlJJWGSbc1,spotify:track:5aOZWx4HRymMLlJJWGSbc1,https://api.spotify.com/v1/tracks/5aOZWx4HRymMLlJJWGSbc1,https://api.spotify.com/v1/audio-analysis/5aOZWx4HRymMLlJJWGSbc1,296794,4,techno
1197,0.817,0.974,5,-5.703,0,0.0473,0.00664,0.255,0.0651,0.973,126.006,audio_features,7J4zszAZxAyowZp7gNUIUI,spotify:track:7J4zszAZxAyowZp7gNUIUI,https://api.spotify.com/v1/tracks/7J4zszAZxAyowZp7gNUIUI,https://api.spotify.com/v1/audio-analysis/7J4zszAZxAyowZp7gNUIUI,113128,4,techno
1198,0.828,0.818,2,-5.331,1,0.0948,0.0017,0.371,0.203,0.431,125.072,audio_features,6yMhdnw1QFll8n3KuFmJ1s,spotify:track:6yMhdnw1QFll8n3KuFmJ1s,https://api.spotify.com/v1/tracks/6yMhdnw1QFll8n3KuFmJ1s,https://api.spotify.com/v1/audio-analysis/6yMhdnw1QFll8n3KuFmJ1s,169695,4,techno
1199,0.805,0.869,1,-4.344,1,0.0549,0.00219,0.799,0.122,0.786,124.014,audio_features,25V0TNA8cZLVzLQpHa6rB1,spotify:track:25V0TNA8cZLVzLQpHa6rB1,https://api.spotify.com/v1/tracks/25V0TNA8cZLVzLQpHa6rB1,https://api.spotify.com/v1/audio-analysis/25V0TNA8cZLVzLQpHa6rB1,175255,4,techno
1200,0.806,0.709,6,-12.781,1,0.0843,0.000388,0.336,0.417,0.253,123.02,audio_features,37Gz6FSB8SwM9t25tgtkU6,spotify:track:37Gz6FSB8SwM9t25tgtkU6,https://api.spotify.com/v1/tracks/37Gz6FSB8SwM9t25tgtkU6,https://api.spotify.com/v1/audio-analysis/37Gz6FSB8SwM9t25tgtkU6,234000,4,techno
1201,0.797,0.846,1,-7.033,0,0.0839,0.000125,0.952,0.119,0.0325,129.005,audio_features,7Lp0NobaOnTfqcHPjVXzA6,spotify:track:7Lp0NobaOnTfqcHPjVXzA6,https://api.spotify.com/v1/tracks/7Lp0NobaOnTfqcHPjVXzA6,https://api.spotify.com/v1/audio-analysis/7Lp0NobaOnTfqcHPjVXzA6,439070,4,techno
1202,0.81,0.868,10,-5.558,0,0.0525,0.00459,0.553,0.0566,0.624,126.02,audio_features,1UApNNulZJm0alYFXerYMw,spotify:track:1UApNNulZJm0alYFXerYMw,https://api.spotify.com/v1/tracks/1UApNNulZJm0alYFXerYMw,https://api.spotify.com/v1/audio-analysis/1UApNNulZJm0alYFXerYMw,200079,4,techno
1203,0.574,0.969,10,-9.964,0,0.0509,2.65e-05,0.885,0.127,0.319,139.976,audio_features,2IJcdk9OLOCRd294jCOxv9,spotify:track:2IJcdk9OLOCRd294jCOxv9,https://api.spotify.com/v1/tracks/2IJcdk9OLOCRd294jCOxv9,https://api.spotify.com/v1/audio-analysis/2IJcdk9OLOCRd294jCOxv9,409687,4,techno
1204,0.716,0.534,6,-9.327,1,0.0531,0.00729,0.74,0.0682,0.271,123.003,audio_features,18MlLrfCkYOnKutil99GwY,spotify:track:18MlLrfCkYOnKutil99GwY,https://api.spotify.com/v1/tracks/18MlLrfCkYOnKutil99GwY,https://api.spotify.com/v1/audio-analysis/18MlLrfCkYOnKutil99GwY,444878,4,techno
1205,0.639,0.868,6,-5.613,0,0.0833,0.0159,0.255,0.249,0.123,128.096,audio_features,2DbQpyXOWGsKW2R9zSvFq9,spotify:track:2DbQpyXOWGsKW2R9zSvFq9,https://api.spotify.com/v1/tracks/2DbQpyXOWGsKW2R9zSvFq9,https://api.spotify.com/v1/audio-analysis/2DbQpyXOWGsKW2R9zSvFq9,154687,4,techno
1206,0.853,0.406,4,-11.658,1,0.0483,0.587,0.855,0.09,0.0825,122.009,audio_features,0jJLwPDpyuZRpd800yScN0,spotify:track:0jJLwPDpyuZRpd800yScN0,https://api.spotify.com/v1/tracks/0jJLwPDpyuZRpd800yScN0,https://api.spotify.com/v1/audio-analysis/0jJLwPDpyuZRpd800yScN0,305547,3,techno
1207,0.678,0.936,5,-4.876,0,0.0373,0.00166,0.457,0.376,0.877,129.996,audio_features,6Ss1QOGzn0iG8hrRRSGrr9,spotify:track:6Ss1QOGzn0iG8hrRRSGrr9,https://api.spotify.com/v1/tracks/6Ss1QOGzn0iG8hrRRSGrr9,https://api.spotify.com/v1/audio-analysis/6Ss1QOGzn0iG8hrRRSGrr9,198000,4,techno
1208,0.739,0.667,11,-9.536,0,0.0635,0.000708,0.882,0.0931,0.313,126.007,audio_features,4FUG82ICRuGlNq9f98qJj5,spotify:track:4FUG82ICRuGlNq9f98qJj5,https://api.spotify.com/v1/tracks/4FUG82ICRuGlNq9f98qJj5,https://api.spotify.com/v1/audio-analysis/4FUG82ICRuGlNq9f98qJj5,446576,4,techno
1209,0.492,0.901,2,-7.03,1,0.045,0.00139,0.0486,0.186,0.104,143.014,audio_features,2zhGnnDewN4kBsVzbqjBtX,spotify:track:2zhGnnDewN4kBsVzbqjBtX,https://api.spotify.com/v1/tracks/2zhGnnDewN4kBsVzbqjBtX,https://api.spotify.com/v1/audio-analysis/2zhGnnDewN4kBsVzbqjBtX,208933,4,techno
1210,0.731,0.902,11,-10.807,1,0.0511,0.0122,0.899,0.111,0.409,136.014,audio_features,0kfCf8GLQDZFZZIhVtHZvk,spotify:track:0kfCf8GLQDZFZZIhVtHZvk,https://api.spotify.com/v1/tracks/0kfCf8GLQDZFZZIhVtHZvk,https://api.spotify.com/v1/audio-analysis/0kfCf8GLQDZFZZIhVtHZvk,469612,4,techno
1211,0.747,0.911,7,-6.782,1,0.0623,0.000512,0.865,0.104,0.338,130.016,audio_features,4aUyNgfafBpO2O53fMm1kU,spotify:track:4aUyNgfafBpO2O53fMm1kU,https://api.spotify.com/v1/tracks/4aUyNgfafBpO2O53fMm1kU,https://api.spotify.com/v1/audio-analysis/4aUyNgfafBpO2O53fMm1kU,395077,4,techno
1212,0.57,0.672,8,-5.888,0,0.0716,0.172,1.04e-06,0.0768,0.461,120.018,audio_features,61ZM92T2zaXIVsqncThQzC,spotify:track:61ZM92T2zaXIVsqncThQzC,https://api.spotify.com/v1/tracks/61ZM92T2zaXIVsqncThQzC,https://api.spotify.com/v1/audio-analysis/61ZM92T2zaXIVsqncThQzC,208222,4,techno
1213,0.67,0.69,9,-9.348,1,0.0434,0.0263,0.136,0.0906,0.403,133.088,audio_features,6Tu1vhns8qSPwL6Rmtvo1S,spotify:track:6Tu1vhns8qSPwL6Rmtvo1S,https://api.spotify.com/v1/tracks/6Tu1vhns8qSPwL6Rmtvo1S,https://api.spotify.com/v1/audio-analysis/6Tu1vhns8qSPwL6Rmtvo1S,370267,4,techno
1214,0.769,0.499,5,-12.845,0,0.0411,0.453,0.349,0.0958,0.145,125.028,audio_features,0z3hYtKH35ltEcPfeyBXj4,spotify:track:0z3hYtKH35ltEcPfeyBXj4,https://api.spotify.com/v1/tracks/0z3hYtKH35ltEcPfeyBXj4,https://api.spotify.com/v1/audio-analysis/0z3hYtKH35ltEcPfeyBXj4,218881,4,techno
1215,0.684,0.545,1,-8.459,1,0.0443,0.0358,0.875,0.0921,0.118,129.991,audio_features,4zaFYvFk1a3xE9b99hpgC2,spotify:track:4zaFYvFk1a3xE9b99hpgC2,https://api.spotify.com/v1/tracks/4zaFYvFk1a3xE9b99hpgC2,https://api.spotify.com/v1/audio-analysis/4zaFYvFk1a3xE9b99hpgC2,324923,4,techno
1216,0.747,0.745,6,-11.85,0,0.0514,0.000342,0.822,0.0921,0.0373,120.012,audio_features,5bhJhTCzj0Bu0qTc1Q4wwQ,spotify:track:5bhJhTCzj0Bu0qTc1Q4wwQ,https://api.spotify.com/v1/tracks/5bhJhTCzj0Bu0qTc1Q4wwQ,https://api.spotify.com/v1/audio-analysis/5bhJhTCzj0Bu0qTc1Q4wwQ,562000,3,techno
1217,0.821,0.528,7,-11.514,0,0.0796,0.818,0.642,0.105,0.385,123.995,audio_features,7coIgIzsg4y3oLmB88sZCT,spotify:track:7coIgIzsg4y3oLmB88sZCT,https://api.spotify.com/v1/tracks/7coIgIzsg4y3oLmB88sZCT,https://api.spotify.com/v1/audio-analysis/7coIgIzsg4y3oLmB88sZCT,376365,4,techno
1218,0.558,0.996,4,-2.641,0,0.053,0.00134,0.503,0.277,0.0601,130.013,audio_features,4McFFaQW5LSmkeSVMLCGFN,spotify:track:4McFFaQW5LSmkeSVMLCGFN,https://api.spotify.com/v1/tracks/4McFFaQW5LSmkeSVMLCGFN,https://api.spotify.com/v1/audio-analysis/4McFFaQW5LSmkeSVMLCGFN,220178,4,techno
1219,0.585,0.726,0,-7.798,0,0.0442,0.327,0.831,0.224,0.074,123.978,audio_features,78rkJWLEiS9xLHoLTvKBMD,spotify:track:78rkJWLEiS9xLHoLTvKBMD,https://api.spotify.com/v1/tracks/78rkJWLEiS9xLHoLTvKBMD,https://api.spotify.com/v1/audio-analysis/78rkJWLEiS9xLHoLTvKBMD,246500,4,techno
1220,0.738,0.721,7,-7.826,1,0.0524,0.000932,0.915,0.112,0.0881,124.004,audio_features,4VJ81UUUq4Cmd4qzyRx3re,spotify:track:4VJ81UUUq4Cmd4qzyRx3re,https://api.spotify.com/v1/tracks/4VJ81UUUq4Cmd4qzyRx3re,https://api.spotify.com/v1/audio-analysis/4VJ81UUUq4Cmd4qzyRx3re,536095,4,techno
1221,0.57,0.779,8,-7.85,1,0.0301,0.00525,0.891,0.367,0.206,126.015,audio_features,0VfUUuAT8TbTRKbRmlxMMo,spotify:track:0VfUUuAT8TbTRKbRmlxMMo,https://api.spotify.com/v1/tracks/0VfUUuAT8TbTRKbRmlxMMo,https://api.spotify.com/v1/audio-analysis/0VfUUuAT8TbTRKbRmlxMMo,389929,4,techno
1222,0.584,0.952,7,-8.307,1,0.0452,0.00189,0.69,0.133,0.357,130.985,audio_features,5W9JNxpPAxeqBt9DyDVKlp,spotify:track:5W9JNxpPAxeqBt9DyDVKlp,https://api.spotify.com/v1/tracks/5W9JNxpPAxeqBt9DyDVKlp,https://api.spotify.com/v1/audio-analysis/5W9JNxpPAxeqBt9DyDVKlp,310568,4,techno
1223,0.659,0.885,7,-6.531,1,0.0434,0.1,0.917,0.221,0.324,124.972,audio_features,394u98InVk9vpM9hnfHP7M,spotify:track:394u98InVk9vpM9hnfHP7M,https://api.spotify.com/v1/tracks/394u98InVk9vpM9hnfHP7M,https://api.spotify.com/v1/audio-analysis/394u98InVk9vpM9hnfHP7M,244800,4,techno
1224,0.647,0.922,6,-5.156,0,0.0533,0.361,0.0193,0.635,0.182,127.029,audio_features,4GRQNLWMv0JHuxQhcLhzlm,spotify:track:4GRQNLWMv0JHuxQhcLhzlm,https://api.spotify.com/v1/tracks/4GRQNLWMv0JHuxQhcLhzlm,https://api.spotify.com/v1/audio-analysis/4GRQNLWMv0JHuxQhcLhzlm,224356,4,techno
1225,0.686,0.692,7,-11.382,1,0.0505,0.00363,0.871,0.209,0.0373,126.033,audio_features,2Cm5N4JjoLocVNdX4KlYNQ,spotify:track:2Cm5N4JjoLocVNdX4KlYNQ,https://api.spotify.com/v1/tracks/2Cm5N4JjoLocVNdX4KlYNQ,https://api.spotify.com/v1/audio-analysis/2Cm5N4JjoLocVNdX4KlYNQ,289524,4,techno
1226,0.673,0.924,0,-5.592,1,0.0396,0.0188,0.687,0.224,0.0917,131.029,audio_features,5szoBl3VVJD90z8kK3WQQA,spotify:track:5szoBl3VVJD90z8kK3WQQA,https://api.spotify.com/v1/tracks/5szoBl3VVJD90z8kK3WQQA,https://api.spotify.com/v1/audio-analysis/5szoBl3VVJD90z8kK3WQQA,240814,4,techno
1227,0.793,0.906,7,-5.592,1,0.0463,0.00017,0.92,0.0879,0.0664,133.004,audio_features,5bYtGXa6QcahxuYUMqvect,spotify:track:5bYtGXa6QcahxuYUMqvect,https://api.spotify.com/v1/tracks/5bYtGXa6QcahxuYUMqvect,https://api.spotify.com/v1/audio-analysis/5bYtGXa6QcahxuYUMqvect,261569,4,techno
1228,0.63,0.642,11,-13.513,1,0.0305,0.248,0.888,0.111,0.186,128.01,audio_features,60sLBlXtNlY72hcKABRr3q,spotify:track:60sLBlXtNlY72hcKABRr3q,https://api.spotify.com/v1/tracks/60sLBlXtNlY72hcKABRr3q,https://api.spotify.com/v1/audio-analysis/60sLBlXtNlY72hcKABRr3q,454557,4,techno
1229,0.662,0.847,9,-9.986,1,0.0428,0.00591,0.786,0.111,0.639,128.019,audio_features,5MIpIX9VjzPCJNOgpYsFwf,spotify:track:5MIpIX9VjzPCJNOgpYsFwf,https://api.spotify.com/v1/tracks/5MIpIX9VjzPCJNOgpYsFwf,https://api.spotify.com/v1/audio-analysis/5MIpIX9VjzPCJNOgpYsFwf,499867,4,techno
1230,0.798,0.959,11,-4.41,0,0.0507,6.95e-05,0.925,0.0426,0.564,126.007,audio_features,1ll3hRNMNgm5Ggpmg3mUHg,spotify:track:1ll3hRNMNgm5Ggpmg3mUHg,https://api.spotify.com/v1/tracks/1ll3hRNMNgm5Ggpmg3mUHg,https://api.spotify.com/v1/audio-analysis/1ll3hRNMNgm5Ggpmg3mUHg,447228,4,techno
1231,0.733,0.656,2,-11.311,1,0.0504,0.0421,0.885,0.109,0.0827,124.013,audio_features,3OVgZPkDjuBh8nF68SIHQl,spotify:track:3OVgZPkDjuBh8nF68SIHQl,https://api.spotify.com/v1/tracks/3OVgZPkDjuBh8nF68SIHQl,https://api.spotify.com/v1/audio-analysis/3OVgZPkDjuBh8nF68SIHQl,298064,3,techno
1232,0.687,0.78,6,-7.085,0,0.0463,0.00123,0.84,0.333,0.279,128.019,audio_features,1L48iwm2F0KTh9YeWq7s1q,spotify:track:1L48iwm2F0KTh9YeWq7s1q,https://api.spotify.com/v1/tracks/1L48iwm2F0KTh9YeWq7s1q,https://api.spotify.com/v1/audio-analysis/1L48iwm2F0KTh9YeWq7s1q,397532,3,techno
1233,0.687,0.851,6,-7.485,0,0.0418,0.321,0.502,0.228,0.548,137.991,audio_features,0GYN0e3h4Ac2dHBfZcc8Tc,spotify:track:0GYN0e3h4Ac2dHBfZcc8Tc,https://api.spotify.com/v1/tracks/0GYN0e3h4Ac2dHBfZcc8Tc,https://api.spotify.com/v1/audio-analysis/0GYN0e3h4Ac2dHBfZcc8Tc,350487,4,techno
1234,0.493,0.833,9,-8.634,0,0.0426,0.00915,0.186,0.123,0.0509,124.035,audio_features,4lSdjaiJ13kGudbjhHLLHy,spotify:track:4lSdjaiJ13kGudbjhHLLHy,https://api.spotify.com/v1/tracks/4lSdjaiJ13kGudbjhHLLHy,https://api.spotify.com/v1/audio-analysis/4lSdjaiJ13kGudbjhHLLHy,222440,4,techno
1235,0.797,0.756,9,-11.334,0,0.0351,0.264,0.000703,0.14,0.731,124.278,audio_features,3U4zfiQUgcNH0bZFRgH1Gp,spotify:track:3U4zfiQUgcNH0bZFRgH1Gp,https://api.spotify.com/v1/tracks/3U4zfiQUgcNH0bZFRgH1Gp,https://api.spotify.com/v1/audio-analysis/3U4zfiQUgcNH0bZFRgH1Gp,225867,4,techno
1236,0.646,0.982,6,-5.044,0,0.0654,0.00673,0.807,0.158,0.319,129.998,audio_features,04Hg3kPeFzxO4sdtdfPp5r,spotify:track:04Hg3kPeFzxO4sdtdfPp5r,https://api.spotify.com/v1/tracks/04Hg3kPeFzxO4sdtdfPp5r,https://api.spotify.com/v1/audio-analysis/04Hg3kPeFzxO4sdtdfPp5r,390968,4,techno
1237,0.804,0.796,7,-9.589,1,0.0607,0.0849,0.924,0.112,0.32,122.962,audio_features,5BIG6yDNIJvX0PS2KQ1rlO,spotify:track:5BIG6yDNIJvX0PS2KQ1rlO,https://api.spotify.com/v1/tracks/5BIG6yDNIJvX0PS2KQ1rlO,https://api.spotify.com/v1/audio-analysis/5BIG6yDNIJvX0PS2KQ1rlO,378487,4,techno
1238,0.662,0.676,7,-9.889,1,0.0425,0.00855,0.891,0.118,0.238,127.001,audio_features,5qLZvk6aOHiP7ojmSVuCq0,spotify:track:5qLZvk6aOHiP7ojmSVuCq0,https://api.spotify.com/v1/tracks/5qLZvk6aOHiP7ojmSVuCq0,https://api.spotify.com/v1/audio-analysis/5qLZvk6aOHiP7ojmSVuCq0,420000,4,techno
1239,0.721,0.562,11,-9.807,0,0.0427,0.00797,0.942,0.0941,0.0889,133.0,audio_features,0BIjP1vI8UEMZwNi1H0TnX,spotify:track:0BIjP1vI8UEMZwNi1H0TnX,https://api.spotify.com/v1/tracks/0BIjP1vI8UEMZwNi1H0TnX,https://api.spotify.com/v1/audio-analysis/0BIjP1vI8UEMZwNi1H0TnX,355678,4,techno
1240,0.653,0.64,9,-10.501,1,0.041,0.0355,0.882,0.108,0.158,127.991,audio_features,5wNwvQbXCljZszxOcewlQj,spotify:track:5wNwvQbXCljZszxOcewlQj,https://api.spotify.com/v1/tracks/5wNwvQbXCljZszxOcewlQj,https://api.spotify.com/v1/audio-analysis/5wNwvQbXCljZszxOcewlQj,307032,4,techno
1241,0.812,0.964,7,-2.954,1,0.0865,0.0113,0.809,0.0495,0.539,127.96,audio_features,0kLmbmfklUTddUHRgEAVFg,spotify:track:0kLmbmfklUTddUHRgEAVFg,https://api.spotify.com/v1/tracks/0kLmbmfklUTddUHRgEAVFg,https://api.spotify.com/v1/audio-analysis/0kLmbmfklUTddUHRgEAVFg,203019,4,techno
1242,0.542,0.776,1,-11.105,1,0.0359,0.038,0.932,0.119,0.628,138.01,audio_features,1vCxzPIwMRK0T8CHoqZ0aX,spotify:track:1vCxzPIwMRK0T8CHoqZ0aX,https://api.spotify.com/v1/tracks/1vCxzPIwMRK0T8CHoqZ0aX,https://api.spotify.com/v1/audio-analysis/1vCxzPIwMRK0T8CHoqZ0aX,230435,4,techno
1243,0.771,0.963,11,-4.304,0,0.117,0.00633,0.554,0.18,0.89,126.019,audio_features,0t9VwX88k2NproQnSDco1W,spotify:track:0t9VwX88k2NproQnSDco1W,https://api.spotify.com/v1/tracks/0t9VwX88k2NproQnSDco1W,https://api.spotify.com/v1/audio-analysis/0t9VwX88k2NproQnSDco1W,185714,4,techno
1244,0.799,0.664,11,-12.207,0,0.044,0.127,0.875,0.108,0.0325,130.003,audio_features,0Nq6s4g3DFcTAOBwWPYOHI,spotify:track:0Nq6s4g3DFcTAOBwWPYOHI,https://api.spotify.com/v1/tracks/0Nq6s4g3DFcTAOBwWPYOHI,https://api.spotify.com/v1/audio-analysis/0Nq6s4g3DFcTAOBwWPYOHI,359091,4,techno
1245,0.572,0.784,2,-10.4,1,0.0395,0.00378,0.944,0.0983,0.0749,124.005,audio_features,7teMDlcSgsfKmJHRgqoeOL,spotify:track:7teMDlcSgsfKmJHRgqoeOL,https://api.spotify.com/v1/tracks/7teMDlcSgsfKmJHRgqoeOL,https://api.spotify.com/v1/audio-analysis/7teMDlcSgsfKmJHRgqoeOL,433548,4,techno
1246,0.67,0.725,1,-8.339,0,0.0875,0.0094,0.929,0.074,0.0375,128.988,audio_features,34GCgxeiIduIjLtonQRarc,spotify:track:34GCgxeiIduIjLtonQRarc,https://api.spotify.com/v1/tracks/34GCgxeiIduIjLtonQRarc,https://api.spotify.com/v1/audio-analysis/34GCgxeiIduIjLtonQRarc,466512,4,techno
1247,0.698,0.719,0,-4.923,0,0.0455,0.00829,4.01e-06,0.326,0.364,120.062,audio_features,0GTPmh5G40joBg93vcSQNq,spotify:track:0GTPmh5G40joBg93vcSQNq,https://api.spotify.com/v1/tracks/0GTPmh5G40joBg93vcSQNq,https://api.spotify.com/v1/audio-analysis/0GTPmh5G40joBg93vcSQNq,186700,4,techno
1248,0.703,0.708,5,-6.079,1,0.083,0.0118,0.131,0.772,0.717,128.036,audio_features,5mMNM20hCH4KsAwfsLvcN5,spotify:track:5mMNM20hCH4KsAwfsLvcN5,https://api.spotify.com/v1/tracks/5mMNM20hCH4KsAwfsLvcN5,https://api.spotify.com/v1/audio-analysis/5mMNM20hCH4KsAwfsLvcN5,504451,3,techno
1249,0.566,0.978,1,-9.637,1,0.0411,0.000505,0.814,0.108,0.194,139.504,audio_features,7HutAHC8fOe4iwGtW6coY4,spotify:track:7HutAHC8fOe4iwGtW6coY4,https://api.spotify.com/v1/tracks/7HutAHC8fOe4iwGtW6coY4,https://api.spotify.com/v1/audio-analysis/7HutAHC8fOe4iwGtW6coY4,454184,4,techno
1250,0.747,0.749,8,-9.437,1,0.054,0.00708,0.906,0.111,0.0446,135.986,audio_features,2lAC83w4MoLCgzq8G5RFPF,spotify:track:2lAC83w4MoLCgzq8G5RFPF,https://api.spotify.com/v1/tracks/2lAC83w4MoLCgzq8G5RFPF,https://api.spotify.com/v1/audio-analysis/2lAC83w4MoLCgzq8G5RFPF,303606,4,techno
1251,0.532,0.448,7,-13.169,0,0.241,0.671,0.939,0.0978,0.13,123.034,audio_features,2SxeNZphx2bH5kju5Ntu8P,spotify:track:2SxeNZphx2bH5kju5Ntu8P,https://api.spotify.com/v1/tracks/2SxeNZphx2bH5kju5Ntu8P,https://api.spotify.com/v1/audio-analysis/2SxeNZphx2bH5kju5Ntu8P,252145,4,techno
1252,0.95,0.378,11,-8.42,1,0.222,0.00153,0.924,0.125,0.288,124.948,audio_features,185PAPDVtgAsJvTgy2k2tf,spotify:track:185PAPDVtgAsJvTgy2k2tf,https://api.spotify.com/v1/tracks/185PAPDVtgAsJvTgy2k2tf,https://api.spotify.com/v1/audio-analysis/185PAPDVtgAsJvTgy2k2tf,476627,4,techno
1253,0.691,0.984,1,-4.828,1,0.061,0.000924,0.513,0.596,0.756,126.979,audio_features,08oufzbacifu4V5zQcoNMG,spotify:track:08oufzbacifu4V5zQcoNMG,https://api.spotify.com/v1/tracks/08oufzbacifu4V5zQcoNMG,https://api.spotify.com/v1/audio-analysis/08oufzbacifu4V5zQcoNMG,204091,4,techno
1254,0.855,0.934,0,-5.386,1,0.0434,0.00155,0.698,0.308,0.898,123.965,audio_features,7vtj0Lofn4XQgJPNtDarit,spotify:track:7vtj0Lofn4XQgJPNtDarit,https://api.spotify.com/v1/tracks/7vtj0Lofn4XQgJPNtDarit,https://api.spotify.com/v1/audio-analysis/7vtj0Lofn4XQgJPNtDarit,185927,4,techno
1255,0.489,0.371,7,-21.687,1,0.0346,0.136,0.942,0.112,0.0536,123.988,audio_features,1jy40EDsrNN6crM0eYFJUO,spotify:track:1jy40EDsrNN6crM0eYFJUO,https://api.spotify.com/v1/tracks/1jy40EDsrNN6crM0eYFJUO,https://api.spotify.com/v1/audio-analysis/1jy40EDsrNN6crM0eYFJUO,249136,4,techno
1256,0.814,0.595,9,-6.925,1,0.066,0.0265,0.769,0.152,0.474,129.007,audio_features,243NB0yDHxtapXQvJvCaW6,spotify:track:243NB0yDHxtapXQvJvCaW6,https://api.spotify.com/v1/tracks/243NB0yDHxtapXQvJvCaW6,https://api.spotify.com/v1/audio-analysis/243NB0yDHxtapXQvJvCaW6,255413,4,techno
1257,0.584,0.894,8,-7.908,1,0.0644,0.00632,0.827,0.276,0.482,137.808,audio_features,7lbpqAD1ELBS3ifiEBO34O,spotify:track:7lbpqAD1ELBS3ifiEBO34O,https://api.spotify.com/v1/tracks/7lbpqAD1ELBS3ifiEBO34O,https://api.spotify.com/v1/audio-analysis/7lbpqAD1ELBS3ifiEBO34O,259600,4,techno
1258,0.86,0.694,7,-10.511,1,0.205,0.162,0.925,0.111,0.159,130.996,audio_features,0ZGqJnbgoKo4M2G2yRA5qT,spotify:track:0ZGqJnbgoKo4M2G2yRA5qT,https://api.spotify.com/v1/tracks/0ZGqJnbgoKo4M2G2yRA5qT,https://api.spotify.com/v1/audio-analysis/0ZGqJnbgoKo4M2G2yRA5qT,386961,3,techno
1259,0.776,0.718,5,-10.159,1,0.0638,0.21,0.91,0.297,0.109,124.991,audio_features,3ligzHG7fpH0L4PozF9HYe,spotify:track:3ligzHG7fpH0L4PozF9HYe,https://api.spotify.com/v1/tracks/3ligzHG7fpH0L4PozF9HYe,https://api.spotify.com/v1/audio-analysis/3ligzHG7fpH0L4PozF9HYe,472320,4,techno
1260,0.817,0.921,6,-5.022,1,0.168,0.0129,0.58,0.0641,0.617,132.015,audio_features,5nNIIaUgx2OzCXE1WulElb,spotify:track:5nNIIaUgx2OzCXE1WulElb,https://api.spotify.com/v1/tracks/5nNIIaUgx2OzCXE1WulElb,https://api.spotify.com/v1/audio-analysis/5nNIIaUgx2OzCXE1WulElb,221579,4,techno
1261,0.763,0.878,6,-10.153,0,0.0684,0.0228,0.859,0.0722,0.851,140.001,audio_features,5TvrfItbuHnIHQ8NT2uLTp,spotify:track:5TvrfItbuHnIHQ8NT2uLTp,https://api.spotify.com/v1/tracks/5TvrfItbuHnIHQ8NT2uLTp,https://api.spotify.com/v1/audio-analysis/5TvrfItbuHnIHQ8NT2uLTp,372550,4,techno
1262,0.474,0.756,2,-2.973,1,0.0518,0.0747,0.0,0.0693,0.413,131.84,audio_features,1Gzv0cMy3xm7sgN5gd7WkU,spotify:track:1Gzv0cMy3xm7sgN5gd7WkU,https://api.spotify.com/v1/tracks/1Gzv0cMy3xm7sgN5gd7WkU,https://api.spotify.com/v1/audio-analysis/1Gzv0cMy3xm7sgN5gd7WkU,255066,4,techno
1263,0.598,0.803,4,-11.603,0,0.0359,0.745,0.891,0.367,0.0396,145.307,audio_features,3eoltoN8HXzSftFPhRUVB6,spotify:track:3eoltoN8HXzSftFPhRUVB6,https://api.spotify.com/v1/tracks/3eoltoN8HXzSftFPhRUVB6,https://api.spotify.com/v1/audio-analysis/3eoltoN8HXzSftFPhRUVB6,171783,4,techno
